ID,Country,Place_Name,Latitude,Longitude
118,DE,Verden,52.9208,9.248
119,DE,Langwedel,52.9999,9.1732
120,DE,Stade,53.5908,9.4848
121,DE,Stade,53.6084,9.4688
122,DE,Stade,53.5667,9.5333
123,DE,Soltau,52.9903,9.863
124,DE,Celle,52.6333,10.0842
125,DE,Celle,52.6122,10.0402
126,DE,Neu Wulmstorf,53.4667,9.8
127,DE,L<fc>neburg,53.2558,10.4398
128,DE,Celle,52.6175,10.085
129,DE,L<fc>neburg,53.2604,10.3968
130,DE,Seevetal,53.4,9.9667
131,DE,Seevetal,53.3661,10.048
132,DE,Seevetal,53.4193,10.0211
133,DE,Cuxhaven,53.861,8.6483
134,DE,Fallingbostel,52.8667,9.7
135,DE,Rotenburg,53.1199,9.4238
136,DE,Bremen,53.0938,8.783
137,DE,Flensburg,54.8092,9.4698
138,DE,Leonberg,48.7895,9.013
139,DE,Hochdorf,48.0333,9.7833
140,DE,Biberach,48.0894,9.7994
141,DE,Gie<df>en,50.6165,8.7044
142,DE,Detmold,51.8613,8.8645
143,DE,Soest,51.5602,8.0885
144,DE,Bochum,51.49,7.2493
145,DE,Essen,51.4698,6.9517
146,DE,Marl,51.6484,7.0845
147,DE,Rottenburg,48.4796,8.95
148,DE,Neu-ulm,48.4,10.0167
149,DE,Amberg,49.4414,11.8622
150,DE,Starnberg,47.9904,11.3463
151,DE,Weiden,49.6775,12.1567
152,DE,Marktredwitz,50.0103,12.1007
153,DE,Northeim,51.7032,9.989
154,DE,Bad Harzburg,51.8998,10.5622
155,DE,Wendlingen,48.6707,9.3811
156,DE,Munich,48.1203,11.5733
157,DE,Munich,48.0988,11.5204
158,DE,Munich,48.1188,11.4917
159,DE,Munich,48.1665,11.5903
160,DE,Munich,48.1974,11.5721
161,DE,Munich,48.1834,11.4784
162,DE,Munich,48.1827,11.5759
163,DE,Munich,48.1787,11.5617
164,DE,Frankfurt Am Main,52.3475,14.5539
165,DE,Frankfurt Am Main,52.3241,14.5325
166,DE,Frankfurt Am Main,52.35,14.55
167,DE,Frankfurt Am Main,52.3646,14.5244
168,DE,Munich,48.1381,11.6147
169,DE,Kiel,54.3333,10.1333
170,DE,Kiel,54.301,10.116
171,DE,Steyerberg,52.5846,8.9948
172,DE,Neukirchen,50.8,12.3667
173,DE,Wiesloch,49.2946,8.6964
174,DE,Vreden,52.064,6.804
175,DE,Bocholt,51.8413,6.6242
176,DE,Bad Berka,50.9,11.2833
177,DE,Leipzig,51.3667,12.3833
178,DE,Halle,51.483,11.972
179,DE,Halle,51.5034,11.9622
180,DE,Halle,51.4701,11.9675
181,DE,Potsdam,52.3689,13.1273
182,DE,Dachau,48.2619,11.4452
183,DE,Rosenheim,47.855,12.1232
184,DE,Tuttlingen,47.9796,8.8074
185,DE,Schwaigern,49.1419,9.0419
186,DE,Gaildorf,49.003,9.7557
187,DE,Hamburg,53.6023,10.0252
188,DE,Aachen,50.8034,6.0627
189,DE,D<fc>ren,50.8294,6.462
190,DE,Roetgen,50.65,6.2
191,DE,H<fc>rtgenwald,50.7167,6.3667
192,DE,Regensburg,49.015,12.0956
193,DE,Hagen,51.3987,7.4901
194,DE,Unterf<f6>hring,48.1884,11.6584
195,DE,N<fc>rnberg,49.5178,11.0058
196,DE,N<fc>rnberg,49.4897,11.1064
197,DE,Rosenheim,47.8748,12.111
198,DE,Holzkirchen,47.8818,11.6988
199,DE,Eching,48.3,11.6167
200,DE,Neuss,51.2154,6.6631
201,DE,Kaarst,51.2166,6.6156
202,DE,Dormagen,51.1,6.8333
203,DE,Ratingen,51.2922,6.8485
204,DE,Bensheim,49.6867,8.6284
205,DE,K<f6>ln,50.9251,6.9584
206,DE,J<fc>lich,50.9253,6.3627
207,DE,D<fc>sseldorf,51.2686,6.81
208,DE,D<fc>sseldorf,51.2117,6.8071
209,DE,D<fc>sseldorf,51.2371,6.7795
210,DE,D<fc>sseldorf,51.2696,6.748
211,DE,D<fc>sseldorf,51.2561,6.7808
212,DE,D<fc>sseldorf,51.2165,6.7836
213,DE,Dormagen,51.0923,6.8114
214,DE,D<fc>sseldorf,51.2301,6.8216
215,DE,Hamburg,53.592,9.9198
216,DE,Altdorf,49.3875,11.3572
217,DE,Crailsheim,49.136,10.0613
218,DE,Aalen,48.822,10.0654
219,DE,Ellwangen,48.9623,10.1545
220,DE,Schw<e4>bisch Gm<fc>nd,48.7989,9.7989
221,DE,G<fc>nzburg,48.4534,10.2621
222,DE,Munich,48.1388,11.5341
223,DE,Wetter,51.3919,7.3778
224,DE,Germering,48.127,11.3665
225,DE,Gau-algesheim,49.9656,8.0294
226,DE,Zeven,53.3,9.2833
227,DE,Aachen,50.776,6.0872
228,DE,Bodman-ludwigshafen,47.8167,9.0667
229,DE,Schwanewede,53.2321,8.5407
230,DE,Nidderau,50.25,8.9
231,DE,Goslar,51.9191,10.4167
232,DE,B<f6>blingen,48.6902,8.9705
233,DE,Steinenbronn,48.6619,9.1218
234,DE,Buchholz,53.3285,9.8621
235,DE,Ronnenberg,52.332,9.6605
236,DE,Taufkirchen,48.05,11.6167
237,DE,Bremen,53.1178,8.8947
238,DE,Chemnitz,50.827,12.9043
239,DE,Hallenberg,51.0833,8.6167
240,DE,Hamburg,53.5521,10.0004
241,DE,Weiterstadt,49.9021,8.5997
242,DE,Osnabr<fc>ck,52.2651,8.0096
243,DE,Frankfurt Am Main,50.1184,8.6095
244,DE,Hattingen,51.4,7.1667
245,DE,Munich,48.0982,11.5821
246,DE,Hattersheim,50.0667,8.4667
247,DE,Hamburg,53.5701,9.8654
248,DE,Bruckm<fc>hl,47.8833,11.9167
249,DE,Marburg,50.8165,8.7513
250,DE,Offenbach,50.0894,8.7494
251,DE,D<fc>sseldorf,51.2302,6.7135
252,DE,Neunkirchen,50.7801,8.0265
253,DE,Jena,50.8933,11.5847
254,DE,Hallbergmoos,48.3095,11.744
255,DE,Magdeburg,52.1333,11.6167
256,DE,Furtwangen,48.05,8.2
257,DE,L<fc>beck,53.8471,10.6845
258,DE,R<f6>srath,50.9182,7.1979
259,DE,Moers,51.45,6.65
260,DE,Heilbronn,49.1566,9.1746
261,DE,Norderstedt,53.6874,10.0366
262,DE,Darmstadt,49.8192,8.6449
263,DE,Darmstadt,49.8875,8.6446
264,DE,Straelen,51.4384,6.2711
265,DE,Berlin,52.515,13.4608
266,DE,Gutach,48.1167,7.9833
267,DE,Aschaffenburg,49.9751,9.1314
268,DE,Neus<e4><df>,48.4061,10.7994
269,DE,Freiburg,47.9809,7.7957
270,DE,Bremen,53.0889,8.7906
271,DE,Neuss,51.1646,6.7519
272,DE,Wolfsburg,52.3808,10.8285
273,DE,Wolfsburg,52.4239,10.7812
274,DE,Wolfsburg,52.4204,10.7188
275,DE,Rosenheim,47.8391,12.1026
276,DE,Munich,48.15,11.5833
277,DE,Berlin,52.4975,13.4584
278,DE,Bremen,53.0841,8.8271
279,DE,Bremen,53.1003,8.8752
280,DE,Stuttgart,48.7667,9.1833
281,DE,Krefeld,51.3281,6.616
282,DE,Krefeld,51.304,6.5899
283,DE,D<fc>sseldorf,51.223,6.7827
284,DE,Kiel,54.3253,10.1212
285,DE,Berlin,52.5001,13.4369
286,DE,G<fc>tersloh,51.9,8.3833
287,DE,Dresden,51.05,13.75
288,DE,Essen,51.4992,7.0488
289,DE,Ravensburg,47.7815,9.6183
290,DE,Oberhausen,51.4773,6.8413
291,DE,Wuppertal,51.2221,7.0639
292,DE,Monheim,51.0833,6.8833
293,DE,Berlin,52.567,13.313
294,DE,Simmern,49.9833,7.5667
295,DE,Aachen,50.7683,6.076
296,DE,Unna,51.5302,7.676
297,DE,Dettelbach,49.8017,10.1618
298,DE,Herford,52.127,8.6427
299,DE,Berlin,52.5161,13.3873
300,DE,Seefeld,48.0333,11.2
301,DE,Oberschlei<df>heim,48.2488,11.5677
302,DE,Herrsching,48,11.1833
303,DE,Lauben,47.7833,10.3
304,DE,Lage,52.0085,8.7785
305,DE,Erdmannhausen,48.9333,9.3
306,DE,Eschweiler,50.8237,6.2675
307,DE,Munich,48.1345,11.571
308,DE,Munich,48.1352,11.6039
309,DE,Munich,48.1224,11.5449
310,DE,Haar,48.1,11.7333
311,DE,Munich,48.1414,11.502
312,DE,Herzogenaurach,49.5704,10.8897
313,DE,Munich,48.1223,11.6205
314,DE,Munich,48.1642,11.6218
315,DE,Oberhaching,48.0333,11.6
316,DE,Hebertshausen,48.2902,11.4724
317,DE,Freising,48.3924,11.7569
318,DE,Munich,48.1265,11.6317
319,DE,Reichertshausen,48.4667,11.5167
320,DE,Munich,48.1427,11.5552
321,DE,Garching,48.2499,11.6309
322,DE,Munich,48.1611,11.5586
323,DE,Oberursel,50.1973,8.5893
324,DE,Heidenheim,48.6873,10.1601
325,DE,Gladbeck,51.5842,6.9746
326,DE,Borken,51.8514,6.8662
327,DE,H<fc>rth,50.8772,6.8872
328,DE,Deggendorf,48.8447,12.9584
329,DE,Passau,48.589,13.3971
330,DE,Hamburg,53.5625,9.9573
331,DE,Duisburg,51.391,6.7071
332,DE,Darmstadt,49.8972,8.6809
333,DE,Frankfurt Am Main,50.1292,8.6249
334,DE,Magdeburg,52.1104,11.6011
335,DE,Barleben,52.2,11.6333
336,DE,Erlangen,49.5888,11.0098
337,DE,N<fc>rnberg,49.4599,11.0275
338,DE,Bonn,50.7323,7.1847
339,DE,Grevenbroich,51.1292,6.6245
340,DE,Munich,48.1345,11.559
341,DE,Spalt,49.1757,10.9228
342,DE,N<fc>rnberg,49.417,11.1251
343,DE,Berlin,52.532,13.3922
344,DE,Ostfildern,48.7167,9.2667
345,DE,Berlin,52.4887,13.3781
346,DE,Berlin,52.5076,13.3273
347,DE,Hamburg,53.5568,9.9898
348,DE,Hamburg,53.5509,9.9425
349,DE,Werder,52.3271,12.6625
350,DE,Berlin,52.5233,13.4138
351,DE,Marburg,50.803,8.7625
352,DE,Bad Nauheim,50.3763,8.7276
353,DE,Kitzingen,49.7333,10.1667
354,DE,R<fc>sselsheim,49.9807,8.432
355,DE,Schifferstadt,49.3784,8.3658
356,DE,Zweibr<fc>cken,49.249,7.3649
357,DE,Willich,51.2592,6.5156
358,DE,Nordenham,53.4982,8.4647
359,DE,Leer,53.2348,7.4752
360,DE,Kaiserslautern,49.4425,7.7659
361,DE,Kaiserslautern,49.436,7.7503
362,DE,Birkenwerder,52.6833,13.2833
363,DE,Minden,52.2873,8.9243
364,DE,B<fc>nde,52.191,8.576
365,DE,G<fc>tersloh,51.9436,8.4283
366,DE,Harsewinkel,51.9659,8.2211
367,DE,G<fc>tersloh,51.9005,8.3837
368,DE,Hameln,52.1037,9.3676
369,DE,M<fc>nster,51.9597,7.6349
370,DE,Stadtlohn,51.9814,6.9346
371,DE,M<fc>nster,51.9471,7.5446
372,DE,Kassel,51.336,9.4457
373,DE,Neuenkirchen,52.25,7.3667
374,DE,Osnabr<fc>ck,52.2667,8.0725
375,DE,Nordhorn,52.4149,7.0766
376,DE,Bielefeld,52.0483,8.5492
377,DE,Enger,52.1422,8.5489
378,DE,Brilon,51.4055,8.5825
379,DE,Kamen,51.5806,7.6594
380,DE,Bergkamen,51.6213,7.6309
381,DE,Dorsten,51.6812,6.963
382,DE,Hamm,51.6425,7.7343
383,DE,Unna,51.5485,7.6849
384,DE,Pirna,50.9667,13.9333
385,DE,Bautzen,51.1825,14.4292
386,DE,L<f6>bau,51.05,14.6167
387,DE,Burscheid,51.0846,7.123
388,DE,Neukirchen-vluyn,51.45,6.55
389,DE,Moers,51.4463,6.6396
390,DE,Attendorn,51.1112,7.8807
391,DE,Bottrop,51.5303,6.9681
392,DE,Kreuztal,50.962,8.0064
393,DE,Olpe,50.9977,7.8381
394,DE,Siegen,50.8625,8.0338
395,DE,Siegen,50.834,8.0219
396,DE,Wilhelmshaven,53.5234,8.1075
397,DE,Aurich,53.4839,7.5151
398,DE,Neubrandenburg,53.5476,13.2555
399,DE,Neubrandenburg,53.5761,13.2797
400,DE,Eberswalde,52.8333,13.8333
401,DE,Brandenburg,52.4358,12.5297
402,DE,Ludwigsfelde,52.3019,13.2607
403,DE,Potsdam,52.403,13.0626
404,DE,Brandenburg,52.4167,12.55
405,DE,Potsdam,52.3725,13.0914
406,DE,Eisenh<fc>ttenstadt,52.1601,14.555
407,DE,Bamberg,49.8883,10.9185
408,DE,Coburg,50.2585,10.9579
409,DE,N<fc>rnberg,49.4177,11.0297
410,DE,Erlangen,49.55,11.0036
411,DE,N<fc>rnberg,49.4403,11.0809
412,DE,F<fc>rth,49.4865,10.9608
413,DE,Bayreuth,49.9461,11.5762
414,DE,Holzminden,51.8197,9.4646
415,DE,Neustadt,52.5,9.4667
416,DE,Wunstorf,52.4269,9.4354
417,DE,Nienburg,52.6493,9.2365
418,DE,Einbeck,51.8188,9.8522
419,DE,Dassel,51.8,9.6833
420,DE,Salzgitter,52.1221,10.3761
421,DE,Stadthagen,52.3137,9.2132
422,DE,Peine,52.3395,10.2492
423,DE,Rinteln,52.1733,9.1195
424,DE,Springe,52.2167,9.55
425,DE,Laatzen,52.3099,9.8108
426,DE,Garbsen,52.4353,9.611
427,DE,Seelze,52.3863,9.6204
428,DE,Ilsede,52.2617,10.2116
429,DE,Alfeld,51.9881,9.817
430,DE,Bad M<fc>nder,52.1975,9.4499
431,DE,Barsinghausen,52.3105,9.4561
432,DE,Konstanz,47.6744,9.1649
433,DE,Konstanz,47.6723,9.1834
434,DE,Singen,47.7583,8.8413
435,DE,Konstanz,47.6613,9.1752
436,DE,Meckenbeuren,47.6908,9.5572
437,DE,Radolfzell,47.7333,8.9667
438,DE,Schw<e4>bisch Hall,49.1067,9.7741
439,DE,Garbsen,52.4182,9.6021
440,DE,Hameln,52.0988,9.395
441,DE,Salzgitter,52.0833,10.3333
442,DE,Hildesheim,52.141,9.9407
443,DE,Braunschweig,52.259,10.5002
444,DE,Gifhorn,52.4927,10.5337
445,DE,Helmstedt,52.2316,11.0018
446,DE,Sch<f6>ningen,52.1391,10.9683
447,DE,G<f6>ttingen,51.5604,9.9319
448,DE,Wolfenb<fc>ttel,52.1424,10.5484
449,DE,Hildesheim,52.1353,9.9713
450,DE,Braunschweig,52.2443,10.5594
451,DE,Braunschweig,52.224,10.4989
452,DE,Isenb<fc>ttel,52.4336,10.5865
453,DE,Garbsen,52.4759,9.5359
454,DE,G<f6>ttingen,51.5333,9.9333
455,DE,Wolfenb<fc>ttel,52.1661,10.5514
456,DE,Braunschweig,52.2789,10.5427
457,DE,Cloppenburg,52.8475,8.0463
458,DE,Jever,53.5833,7.9
459,DE,Bremen,53.0543,8.7457
460,DE,Vechta,52.7266,8.2848
461,DE,Papenburg,53.0769,7.3997
462,DE,Lingen,52.5138,7.3133
463,DE,Oldenburg,53.1547,8.1706
464,DE,Meppen,52.6986,7.2933
465,DE,Norden,53.5961,7.1895
466,DE,Nordhorn,52.4491,7.0518
467,DE,Bremen,53.0441,8.9558
468,DE,Weyhe,52.989,8.8314
469,DE,Syke,52.9038,8.8555
470,DE,Stuhr,53.0333,8.75
471,DE,Emden,53.3528,7.2184
472,DE,Bremerhaven,53.5687,8.5741
473,DE,Bramsche,52.4031,7.9883
474,DE,Wallenhorst,52.3486,8.0115
475,DE,Bremen,53.0815,8.8721
476,DE,Hagen,52.2094,7.9206
477,DE,Osnabr<fc>ck,52.2667,8.05
478,DE,Emden,53.3701,7.2031
479,DE,Bremen,53.0711,8.8317
480,DE,Bremen,53.0926,8.8073
481,DE,Osterholz-scharmbeck,53.2333,8.8
482,DE,Bremen,53.1728,8.7135
483,DE,Ganderkesee,53.0333,8.5333
484,DE,Bremen,53.0687,8.8697
485,DE,Lingen,52.5223,7.3284
486,DE,Wilhelmshaven,53.577,8.1021
487,DE,Bremerhaven,53.5545,8.5933
488,DE,Hildesheim,52.1531,9.9555
489,DE,Landau,49.2075,8.1133
490,DE,Oldenburg,53.1599,8.205
491,DE,Bremerhaven,53.5286,8.5907
492,DE,Cottbus,51.7324,14.3347
493,DE,Altenburg,50.9815,12.4361
494,DE,Chemnitz,50.8203,12.9056
495,DE,Glauchau,50.8224,12.5305
496,DE,Zwickau,50.7439,12.4781
497,DE,Meerane,50.8167,12.45
498,DE,Heidelberg,49.3757,8.6911
499,DE,Saarbr<fc>cken,49.2333,7
500,DE,Merzig,49.4471,6.6312
501,DE,Kaiserslautern,49.4495,7.7948
502,DE,Bretten,49.0342,8.716
503,DE,Traunstein,47.87,12.6388
504,DE,Traunreut,47.9552,12.5924
505,DE,Kempten,47.7229,10.3288
506,DE,Erding,48.3001,11.9082
507,DE,Karlsfeld,48.2292,11.4547
508,DE,Hennigsdorf,52.6372,13.205
509,DE,Oberhausen,51.4706,6.8568
510,DE,Radebeul,51.1062,13.6515
511,DE,Frankfurt Am Main,50.1019,8.6342
512,DE,Karlsruhe,48.9661,8.4043
513,DE,Bielefeld,52.044,8.5225
514,DE,Munich,48.138,11.507
515,DE,Meldorf,54.0833,9.0833
516,DE,Halberstadt,51.8883,11.0572
517,DE,Plauen,50.4942,12.1353
518,DE,Eisenach,50.9744,10.3341
519,DE,Grimma,51.2386,12.7293
520,DE,Chemnitz,50.8197,12.9403
521,DE,Markkleeberg,51.2615,12.3708
522,DE,Saalfeld,50.6167,11.3167
523,DE,Leipzig,51.3254,12.3341
524,DE,Sta<df>furt,51.8167,11.5667
525,DE,Blankenburg,51.7833,10.95
526,DE,Bayreuth,49.9431,11.5592
527,DE,Zeulenroda,50.6333,11.9667
528,DE,Schleusingen,50.5333,10.6833
529,DE,Erfurt,50.9833,11.0333
530,DE,W<fc>rzburg,49.8118,9.9635
531,DE,W<fc>rzburg,49.7802,9.9416
532,DE,Lemgo,52.0277,8.9043
533,DE,Bad Salzuflen,52.0692,8.7598
534,DE,Paderborn,51.7171,8.7417
535,DE,Recklinghausen,51.6167,7.2
536,DE,Gelsenkirchen,51.5185,7.1222
537,DE,Weimar,50.9833,11.3167
538,DE,Ulm,48.3981,9.97
539,DE,Nideggen,50.7,6.4833
540,DE,K<f6>ln,50.961,6.9544
541,DE,K<f6>ln,50.9333,6.95
542,DE,Bergisch Gladbach,50.9655,7.1823
543,DE,Kerpen,50.8964,6.6829
544,DE,Sankt Augustin,50.7794,7.1868
545,DE,K<f6>ln,50.9525,6.9571
546,DE,K<f6>ln,50.9578,7.0056
547,DE,Menden,51.4553,7.7764
548,DE,Bergheim,50.9741,6.6794
549,DE,Hagen,51.3801,7.4394
550,DE,Schwelm,51.2904,7.2972
551,DE,Remscheid,51.1833,7.2
552,DE,Jena,50.8833,11.5167
553,DE,L<fc>nen,51.6067,7.5241
554,DE,Bochum,51.5156,7.2118
555,DE,Siegen,50.8734,8.0104
556,DE,Wuppertal,51.2498,7.1239
557,DE,Lotte,52.2833,7.9167
558,DE,Emsdetten,52.1602,7.5329
559,DE,Dortmund,51.5251,7.5475
560,DE,Dortmund,51.501,7.3371
561,DE,Dortmund,51.5287,7.4137
562,DE,Hemer,51.3756,7.7697
563,DE,Schwerte,51.4418,7.5683
564,DE,Bielefeld,52.0245,8.5326
565,DE,Bielefeld,52.0333,8.5333
566,DE,Netphen,50.8998,8.1513
567,DE,Kiel,54.3205,10.051
568,DE,Hamburg,53.566,9.9116
569,DE,Limburg,50.383,8.0611
570,DE,Friedrichsdorf,50.2785,8.6549
571,DE,Potsdam,52.3744,13.0102
572,DE,Hamburg,53.6068,10.0474
573,DE,Heidelberg,49.4169,8.6764
574,DE,Delitzsch,51.5252,12.3376
575,DE,Bergen,52.8095,9.9622
576,DE,Ostrhauderfehn,53.1333,7.6167
577,DE,D<fc>lmen,51.8433,7.2948
578,DE,Bruchsal,49.1203,8.599
579,DE,Bad Vilbel,50.1764,8.7358
580,DE,Dasing,48.3833,11.05
581,DE,Bremen,53.124,8.7464
582,DE,Homberg,50.7333,9
583,DE,Dorsten,51.7377,7.0067
584,DE,Strullendorf,49.8452,10.9622
585,DE,Neumarkt,49.2801,11.4582
586,DE,Warendorf,51.95,7.9833
587,DE,Pfronten,47.5783,10.5618
588,DE,Kerpen,50.8791,6.6939
589,DE,Frechen,50.9133,6.8152
590,DE,Vlotho,52.1667,8.85
591,DE,Braunschweig,52.2258,10.5271
592,DE,Braunschweig,52.2647,10.5233
593,DE,Frankfurt Am Main,50.1454,8.6761
594,DE,Wald-michelbach,49.57,8.8317
595,DE,Rohr,48.7667,11.9667
596,DE,Dinslaken,51.559,6.7357
597,DE,Neunkirchen,49.3366,7.2191
598,DE,Rehlingen-siersburg,49.3667,6.6833
599,DE,Lindlar,51.0332,7.3665
600,DE,Puchheim,48.169,11.351
601,DE,Planegg,48.1,11.4167
602,DE,Munich,48.1595,11.4932
603,DE,Wedel,53.5837,9.7234
604,DE,Berlin,52.5285,13.4109
605,DE,Unterschlei<df>heim,48.2708,11.576
606,DE,Trossingen,48.0762,8.624
607,DE,Werdau,50.7167,12.3667
608,DE,Wasserburg,48.0667,12.2333
609,DE,Schmallenberg,51.145,8.2983
610,DE,Winterberg,51.2291,8.5283
611,DE,Sundern,51.3329,8.0076
612,DE,Dortmund,51.5044,7.4998
613,DE,Menden,51.4408,7.7887
614,DE,Berlin,52.4924,13.3908
615,DE,Berlin,52.4667,13.4884
616,DE,Hagen,51.3657,7.5207
617,DE,K<f6>ln,50.9318,6.9715
618,DE,Fulda,50.5569,9.6431
619,DE,Jena,50.9326,11.5868
620,DE,Tettnang,47.6689,9.5909
621,DE,Frankfurt Am Main,50.1026,8.6895
622,DE,Weiding,49.2667,12.7667
623,DE,Marl,51.6744,7.1343
624,DE,Allershausen,48.4329,11.5881
625,DE,Rietberg,51.8149,8.4278
626,DE,Goch,51.6842,6.1487
627,DE,Tacherting,48.0833,12.5667
628,DE,Ruhland,51.4,14
629,DE,Leipzig,51.3332,12.4195
630,DE,Neukirchen,47.8333,12.7333
631,DE,Hamburg,53.5481,10.0194
632,DE,Trostberg,48.0175,12.5346
633,DE,M<f6>nchengladbach,51.1723,6.3414
634,DE,Offenbach,50.1069,8.7344
635,DE,Finnentrop,51.1667,7.9667
636,DE,Hamburg,53.5666,9.98
637,DE,T<fc>bingen,48.5166,9.0581
638,DE,Dorsten,51.6566,6.9657
639,DE,Geretsried,47.8695,11.4687
640,DE,Greifswald,54.0902,13.4464
641,DE,Oldenburg,53.1156,8.2159
642,DE,Bremen,53.0859,8.8549
643,DE,Westerstede,53.2401,7.9158
644,DE,Selsingen,53.3667,9.2167
645,DE,Spiekeroog,53.7705,7.6959
646,DE,Strausberg,52.5578,13.8757
647,DE,Thedinghausen,52.9333,8.9667
648,DE,Eitorf,50.775,7.4403
649,DE,Schneeberg,50.6002,12.6264
650,DE,Mittweida,50.9667,12.95
651,DE,D<fc>sseldorf,51.2216,6.7897
652,DE,K<f6>then,51.7503,11.978
